Property Category,Price (Per Annum),Location,Scraped_At
Self contain (single rooms) for rent,"₦450,000","Close To Kabusa Gardens Estate Along Sunnyvale Junction Road, Lokogoma District, Abuja",2026-06-01 11:11:34
8 bedroom detached duplex for rent,"₦65,000,000","Haile Selassi Street, Asokoro District, Abuja",2026-06-01 11:11:34
3 bedroom terraced duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:11:34
2 bedroom flat / apartment for rent,"₦4,500,000","Idu Industrial, Abuja",2026-06-01 11:11:34
2 bedroom flat / apartment for rent,"₦8,000,000","Mabushi, Abuja",2026-06-01 11:11:34
3 bedroom flat / apartment for rent,"₦8,000,000","Wuse, Abuja",2026-06-01 11:11:34
5 bedroom detached duplex for rent,"₦70,000,000","Off Amazon, Maitama District, Abuja",2026-06-01 11:11:34
2 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:11:34
4 bedroom terraced duplex for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:11:34
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:11:42
5 bedroom detached duplex for rent,"₦60,000,000","Wuse 2, Abuja",2026-06-01 11:11:42
5 bedroom detached duplex for rent,"₦75,000,000","Maitama District, Abuja",2026-06-01 11:11:42
3 bedroom flat / apartment for rent,"₦8,000,000","Off Amino Kano Crescent, Wuse 2, Abuja",2026-06-01 11:11:42
3 bedroom flat / apartment for rent,"$35,000","Maitama District, Abuja",2026-06-01 11:11:42
Self contain (single rooms) for rent,"₦1,300,000","By Sahara 4, Lokogoma District, Abuja",2026-06-01 11:11:42
4 bedroom semi-detached duplex for rent,"₦8,500,000","Cluster 3, River Park Estate Airport Road Abuja, Lugbe District, Abuja",2026-06-01 11:11:42
2 bedroom flat / apartment for rent,"₦4,500,000","Close To Beger Yard Lifecamp, Abuja, Life Camp, Abuja",2026-06-01 11:11:42
3 bedroom flat / apartment for rent,"₦5,500,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:11:42
4 bedroom semi-detached duplex for rent,"₦40,000,000","Minister Hill, Maitama Abuja, Maitama District, Abuja",2026-06-01 11:11:42
6 bedroom detached duplex for rent,"₦35,000,000","Katampe  Extension, Katampe Extension, Katampe, Abuja",2026-06-01 11:11:42
2 bedroom flat / apartment for rent,"$30,000","Maitama District, Abuja",2026-06-01 11:11:42
Shop for rent,"₦8,000,000","Gwarinpa Estate, Gwarinpa, Abuja",2026-06-01 11:11:42
3 bedroom flat / apartment for rent,"₦6,500,000","Mabushi, Abuja",2026-06-01 11:11:42
4 bedroom terraced duplex for rent,"₦30,000,000","Jahi, Abuja",2026-06-01 11:11:42
6 bedroom detached duplex for rent,"₦60,000,000","Asokoro District, Abuja",2026-06-01 11:11:42
2 bedroom flat / apartment for rent,"₦9,000,000","Guzape District, Abuja",2026-06-01 11:11:42
5 bedroom detached duplex for rent,"₦30,000,000","Asokoro District, Abuja",2026-06-01 11:11:42
3 bedroom terraced duplex for rent,"₦10,000,000","Apo Abuja, Apo, Abuja",2026-06-01 11:11:42
5 bedroom detached duplex for rent,"₦20,000,000","Jabi, Abuja",2026-06-01 11:11:42
Office space for rent,"₦180,000","Wuse, Abuja",2026-06-01 11:11:42
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:11:49
3 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:11:49
4 bedroom detached duplex for rent,"₦35,000,000","Maitama District, Abuja",2026-06-01 11:11:49
5 bedroom detached duplex for rent,"₦50,000,000","Wuse 2, Abuja",2026-06-01 11:11:49
5 bedroom house for rent,"₦35,000,000","Wuye, Abuja",2026-06-01 11:11:49
Office space for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:11:49
4 bedroom terraced duplex for rent,"₦70,000,000","Wuse 2, Abuja",2026-06-01 11:11:49
4 bedroom terraced duplex for rent,"₦7,000,000","Idu Industrial, Abuja",2026-06-01 11:11:49
Office space for rent,"₦20,000,000","Jabi, Abuja",2026-06-01 11:11:49
3 bedroom flat / apartment for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:11:49
Office space for rent,"₦80,000,000","Area 11, Garki, Abuja",2026-06-01 11:11:49
4 bedroom terraced duplex for rent,"₦14,000,000","Guzape District, Abuja",2026-06-01 11:11:49
4 bedroom house for rent,"₦13,000,000","Citec Estate Extension, Mbora (Nbora), Abuja",2026-06-01 11:11:49
2 bedroom flat / apartment for rent,"₦5,000,000","Gwarinpa, Abuja",2026-06-01 11:11:49
3 bedroom flat / apartment for rent,"₦9,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:11:49
2 bedroom flat / apartment for rent,"₦6,000,000","Gwarinpa, Abuja",2026-06-01 11:11:49
3 bedroom flat / apartment for rent,"₦8,000,000","Jabi, Abuja",2026-06-01 11:11:49
5 bedroom terraced duplex for rent,"₦20,000,000","Jabi, Abuja",2026-06-01 11:11:49
4 bedroom detached duplex for rent,"₦35,000,000","Kado, Abuja",2026-06-01 11:11:49
3 bedroom flat / apartment for rent,"₦7,000,000","Soji Adegoke Road, Katampe (Main), Katampe, Abuja",2026-06-01 11:11:49
5 bedroom semi-detached duplex for rent,"₦35,000,000","Zone 5, Wuse, Abuja",2026-06-01 11:11:49
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:11:57
5 bedroom detached duplex for rent,"₦70,000,000","Off Ty Danjuma, Asokoro District, Abuja",2026-06-01 11:11:57
3 bedroom flat / apartment for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:11:57
3 bedroom house for rent,"₦15,000,000","Jabi, Abuja",2026-06-01 11:11:57
4 bedroom terraced duplex for rent,"₦15,000,000","Mabushi, Abuja",2026-06-01 11:11:57
1 bedroom mini flat (room and parlour) for rent,"₦6,000,000","Gaduwa, Abuja",2026-06-01 11:11:57
1 bedroom flat / apartment for rent,"₦6,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:11:57
4 bedroom terraced duplex for rent,"₦30,000,000","Wuye District, Wuye, Abuja",2026-06-01 11:11:57
2 bedroom flat / apartment for rent,"₦6,000,000","Wuye, Abuja",2026-06-01 11:11:57
4 bedroom semi-detached duplex for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:11:57
2 bedroom semi-detached bungalow for rent,"₦4,000,000","Along Voice Of Nigeria Road, Emmanuel Mbaka Boulevard, Airport Road, Lugbe District, Abuja",2026-06-01 11:11:57
Self contain (single rooms) for rent,"₦1,000,000","Lokogoma District, Abuja",2026-06-01 11:11:57
2 bedroom flat / apartment for rent,"₦25,000,000","Jabi, Abuja",2026-06-01 11:11:57
5 bedroom detached duplex for rent,"₦75,000,000","Maitama District, Abuja",2026-06-01 11:11:57
4 bedroom terraced duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:11:57
4 bedroom terraced duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:11:57
3 bedroom flat / apartment for rent,"₦16,000,000","Katampe, Katampe (Main), Katampe, Abuja",2026-06-01 11:11:57
1 bedroom mini flat (room and parlour) for rent,"₦1,600,000","Lokogoma District, Abuja",2026-06-01 11:11:57
Plaza / complex / mall for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:11:57
4 bedroom semi-detached duplex for rent,"₦35,000,000","Wuse 2, Abuja",2026-06-01 11:11:57
2 bedroom flat / apartment for rent,"₦27,000,000","Garki, Abuja",2026-06-01 11:11:57
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:12:06
2 bedroom flat / apartment for rent,"$35,000","Maitama District, Abuja",2026-06-01 11:12:06
5 bedroom detached duplex for rent,"₦75,000,000","Wuse 2, Abuja",2026-06-01 11:12:06
6 bedroom semi-detached duplex for rent,"₦50,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:12:06
3 bedroom detached bungalow for rent,"₦7,000,000","By Lavista, Galadimawa, Abuja",2026-06-01 11:12:06
5 bedroom detached duplex for rent,"₦25,000,000","Mabushi, Abuja",2026-06-01 11:12:06
3 bedroom flat / apartment for rent,"₦8,000,000","Wuye District, Wuye, Abuja",2026-06-01 11:12:06
4 bedroom terraced duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:12:06
4 bedroom flat / apartment for rent,"₦16,000,000","Unit 2, Abdulkareem Adisa Close, Guzape District, Abuja",2026-06-01 11:12:06
2 bedroom flat / apartment for rent,"₦6,500,000","Life Camp, Abuja",2026-06-01 11:12:06
5 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:12:06
5 bedroom detached duplex for rent,"₦20,000,000","Mabushi, Abuja",2026-06-01 11:12:06
1 bedroom mini flat (room and parlour) for rent,"₦19,500,000","Asokoro District, Abuja",2026-06-01 11:12:06
4 bedroom terraced duplex for rent,"₦15,000,000","Gudu, Abuja",2026-06-01 11:12:06
4 bedroom terraced duplex for rent,"₦40,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:12:06
3 bedroom flat / apartment for rent,"₦4,500,000","By Mobil, Mabushi, Abuja",2026-06-01 11:12:06
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering Estate Dawaki, Gwarinpa, Abuja",2026-06-01 11:12:06
4 bedroom detached duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:12:06
5 bedroom detached duplex for rent,"₦18,000,000","Godab Estate, Life Camp, Abuja",2026-06-01 11:12:06
2 bedroom flat / apartment for rent,"₦10,000,000","Guzape District, Abuja",2026-06-01 11:12:06
3 bedroom terraced duplex for rent,"₦65,000,000","Asokoro District, Abuja",2026-06-01 11:12:06
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:12:15
1 bedroom flat / apartment for rent,"₦6,000,000","Guzape District, Abuja",2026-06-01 11:12:15
4 bedroom detached duplex for rent,"₦45,000,000","Asokoro District, Abuja",2026-06-01 11:12:15
5 bedroom terraced duplex for rent,"₦15,000,000","Jahi Gilmore, Jahi, Abuja",2026-06-01 11:12:15
4 bedroom semi-detached duplex for rent,"₦8,000,000","Lokogoma District, Abuja",2026-06-01 11:12:15
5 bedroom semi-detached duplex for rent,"₦9,000,000","Close To Suncity, Lokogoma District, Abuja",2026-06-01 11:12:15
1 bedroom mini flat (room and parlour) for rent,"₦7,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:12:15
Office space for rent,"₦4,000,000","Wuse 2, Abuja",2026-06-01 11:12:15
4 bedroom semi-detached duplex for rent,"₦7,000,000","Gwarinpa Extension, Gwarinpa, Abuja",2026-06-01 11:12:15
5 bedroom detached duplex for rent,"₦30,000,000","Asokoro By Iom, Asokoro District, Abuja",2026-06-01 11:12:15
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape By Coza, Guzape District, Abuja",2026-06-01 11:12:15
3 bedroom house for rent,"₦12,000,000","Guzape By H Medix, Guzape District, Abuja",2026-06-01 11:12:15
Office space for rent,"₦292,000","Central Business District, Abuja",2026-06-01 11:12:15
2 bedroom flat / apartment for rent,"₦5,000,000","Off 1st Avenue, Gwarinpa, Abuja",2026-06-01 11:12:15
2 bedroom flat / apartment for rent,"₦8,000,000","Off Aminu Kano Crescent, Wuse 2, Abuja",2026-06-01 11:12:15
4 bedroom semi-detached duplex for rent,"₦7,000,000","Gwarinpa Extension, Gwarinpa, Abuja",2026-06-01 11:12:15
Office space for rent,"₦1,125,000,000","Zone 5, Wuse, Abuja",2026-06-01 11:12:15
4 bedroom terraced duplex for rent,"₦20,000,000","Legislative Zone E, Apo, Abuja",2026-06-01 11:12:15
Office space for rent,"₦150,000,000","Asokoro District, Abuja",2026-06-01 11:12:15
3 bedroom flat / apartment for rent,"₦12,000,000","Jahi, Abuja",2026-06-01 11:12:15
Plaza / complex / mall for rent,"₦12,000,000","Wuse 2, Wuse 2, Abuja",2026-06-01 11:12:15
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦14,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦9,500,000","By Gaduwa Estate, Gaduwa, Abuja",2026-06-01 11:12:23
Self contain (single rooms) for rent,"₦2,700,000","Next Cash And Carry, Kado, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:12:23
3 bedroom flat / apartment for rent,"₦8,000,000","Jahi, Abuja",2026-06-01 11:12:23
3 bedroom flat / apartment for rent,"₦8,000,000","By Victoria Garden, Mabushi, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦4,500,000","By Nnpc Ochacho, Life Camp, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦4,500,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:12:23
4 bedroom semi-detached duplex for rent,"₦9,000,000","Idu Industrial, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦20,000,000","Maitama District, Abuja",2026-06-01 11:12:23
26 bedroom house for rent,"₦250,000,000","Area 11, Garki, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦37,000,000","Wuye, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦25,000,000","Jabi, Abuja",2026-06-01 11:12:23
1 bedroom flat / apartment for rent,"₦3,000,000","Behind Aso Radio, Katampe (Main), Katampe, Abuja",2026-06-01 11:12:23
3 bedroom terraced duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:12:23
3 bedroom terraced duplex for rent,"₦10,000,000","Apo, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦8,000,000","Close To Galadimawa Roundabout, Galadimawa, Abuja",2026-06-01 11:12:23
4 bedroom terraced duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:12:23
2 bedroom flat / apartment for rent,"₦20,000,000","Wuye, Wuye, Abuja",2026-06-01 11:12:23
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:12:30
Warehouse for rent,"₦16,000","Plot 751 Adamu Ismaila Crescent, Idu Industrial, Abuja",2026-06-01 11:12:30
5 bedroom detached duplex for rent,"₦18,000,000","Gwarinpa, Abuja",2026-06-01 11:12:30
5 bedroom terraced duplex for rent,"₦25,000,000","Asokoro District, Abuja",2026-06-01 11:12:30
Shop for rent,"₦3,000,000","Wuse 2, Abuja",2026-06-01 11:12:30
3 bedroom flat / apartment for rent,"₦9,000,000","Zone 3, Wuse, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦5,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:12:30
4 bedroom terraced duplex for rent,"₦7,500,000","Galadimawa, Abuja",2026-06-01 11:12:30
3 bedroom terraced duplex for rent,"₦10,000,000","Cedar Crest Hospital, Apo, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦4,500,000","Life Camp, Abuja",2026-06-01 11:12:30
Self contain (single rooms) for rent,"₦900,000","Piwoyi Airport Road, Lugbe District, Abuja",2026-06-01 11:12:30
3 bedroom flat / apartment for rent,"₦12,000,000","Main, Katampe, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦4,500,000","Kubwa, Abuja",2026-06-01 11:12:30
Self contain (single rooms) for rent,"₦2,000,000","Mabushi, Mabushi, Abuja",2026-06-01 11:12:30
5 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:12:30
5 bedroom detached duplex for rent,"₦6,000,000","Samuel Ige Street, Oakville Community Estate, Lugbe District, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦4,000,000","Mabushi, Abuja",2026-06-01 11:12:30
2 bedroom house for rent,"₦15,000,000","Wuse 2, Wuse 2, Abuja",2026-06-01 11:12:30
2 bedroom flat / apartment for rent,"₦3,000,000","By Dunamis Church Durumi, Garki, Abuja",2026-06-01 11:12:30
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:12:37
2 bedroom flat / apartment for rent,"₦6,000,000","Off Ibb Boulevard, Wuse 2, Abuja",2026-06-01 11:12:37
4 bedroom terraced duplex for rent,"₦5,500,000","Brains And Hammer City, Life Camp, Abuja",2026-06-01 11:12:37
1 bedroom mini flat (room and parlour) for rent,"₦3,000,000","Off Ibb Boulevard, Maitama District, Abuja",2026-06-01 11:12:37
2 bedroom flat / apartment for rent,"₦7,000,000","Kaura, Abuja",2026-06-01 11:12:37
Shop for rent,"₦6,500,000","Off Aminu Kano Crescent, Wuse 2, Abuja",2026-06-01 11:12:37
Shop for rent,"₦9,000,000","Off Aminu Kano Crescent, Wuse 2, Abuja",2026-06-01 11:12:37
Shop for rent,"₦15,000,000","By The Catholic Church, Zone 2, Wuse, Abuja",2026-06-01 11:12:37
3 bedroom house for rent,"₦10,000,000","Efab Queen Estate Gwarinpa, Gwarinpa, Abuja",2026-06-01 11:12:37
2 bedroom flat / apartment for rent,"₦18,000,000","Fha Estate Guzape, Guzape District, Abuja",2026-06-01 11:12:37
Self contain (single rooms) for rent,"₦2,000,000","Life Camp, Abuja",2026-06-01 11:12:37
3 bedroom flat / apartment for rent,"₦8,000,000","Utako, Abuja",2026-06-01 11:12:37
6 bedroom detached duplex for rent,"₦100,000,000","Asokoro District, Abuja",2026-06-01 11:12:37
3 bedroom flat / apartment for rent,"₦6,500,000","Gwarinpa Extension, Gwarinpa, Abuja",2026-06-01 11:12:37
4 bedroom detached duplex for rent,"₦4,500,000","Lugbe District, Abuja",2026-06-01 11:12:37
3 bedroom flat / apartment for rent,"₦5,500,000","Custom Quarters, Idu Industrial, Abuja",2026-06-01 11:12:37
2 bedroom flat / apartment for rent,"₦20,000,000","Asokoro District, Abuja",2026-06-01 11:12:37
3 bedroom flat / apartment for rent,"₦9,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:12:37
4 bedroom terraced duplex for rent,"₦12,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:12:37
6 bedroom detached duplex for rent,"₦150,000,000","Maitama, Maitama District, Abuja",2026-06-01 11:12:37
1 bedroom mini flat (room and parlour) for rent,"₦3,000,000","Life Camp, Abuja",2026-06-01 11:12:37
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:12:53
2 bedroom flat / apartment for rent,"₦5,000,000","Impresit, Idu Industrial, Abuja",2026-06-01 11:12:53
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe, Abuja",2026-06-01 11:12:53
30 bedroom house for rent,"₦450,000,000","Opposite Cbn, Central Business District, Abuja",2026-06-01 11:12:53
2 bedroom flat / apartment for rent,"₦10,000,000","Oba Akran Street, Asokoro District, Abuja",2026-06-01 11:12:53
3 bedroom detached bungalow for rent,"₦18,000,000","Kado Estate Phase 1, Kado, Abuja",2026-06-01 11:12:53
5 bedroom semi-detached duplex for rent,"₦25,000,000","Off Jimmy Carter, Asokoro District, Abuja",2026-06-01 11:12:53
2 bedroom flat / apartment for rent,"₦20,000,000","Villa, Asokoro District, Abuja",2026-06-01 11:12:53
4 bedroom terraced duplex for rent,"₦20,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:12:53
2 bedroom flat / apartment for rent,"₦10,000,000","Maitama District, Abuja",2026-06-01 11:12:53
Office space for rent,"₦6,500,000","Wuse 2, Abuja",2026-06-01 11:12:53
3 bedroom flat / apartment for rent,"₦8,000,000","Next Cash And Carry, Kado, Abuja",2026-06-01 11:12:53
2 bedroom flat / apartment for rent,"₦8,000,000","Jahi, Abuja",2026-06-01 11:12:53
5 bedroom detached duplex for rent,"₦60,000,000","Maitama District, Abuja",2026-06-01 11:12:53
4 bedroom terraced duplex for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:12:53
Plaza / complex / mall for rent,"₦4,830,000","Guzape District, Abuja",2026-06-01 11:12:53
